mt1
0,148000
0,112000
0,107000
0,110000
0,116000
0,109000
0,107000
0,110000
0,144000
0,144000
mt2
0,372000
0,460000
0,402000
0,362000
0,400000
0,370000
0,400000
0,383000
0,369000
0,375000
mt3
595,038000
521,821000
507,173000
510,611000
516,631000
516,797000
511,240000
508,196000
507,875000
511,954000
mt1
0,140000
0,141000
0,142000
0,139000
0,138000
0,108000
0,141000
0,119000
0,145000
0,116000
mt2
0,473000
0,361000
0,371000
0,406000
0,406000
0,375000
0,371000
0,412000
0,373000
0,401000
mt3
535,617000
544,638000
512,542000
507,178000
507,071000
512,486000
518,645000
506,855000
507,045000
507,766000
