mt1
0,229000
0,192000
0,289000
0,254000
0,286000
0,417000
0,159000
0,412000
0,262000
0,317000
mt2
0,382000
0,508000
0,307000
0,337000
0,374000
0,311000
0,319000
0,309000
0,311000
0,402000
mt3
341,269000
306,694000
292,512000
291,176000
293,413000
291,034000
290,973000
292,673000
290,687000
291,309000
mt1
0,272000
0,191000
0,396000
0,399000
0,205000
0,277000
0,181000
0,186000
0,323000
0,184000
mt2
0,432000
0,378000
0,458000
0,494000
0,517000
0,310000
0,337000
0,304000
0,331000
0,310000
mt3
292,223000
290,833000
293,137000
293,770000
290,187000
290,378000
290,063000
290,940000
290,714000
293,379000
