mt1
0,635000
0,342000
0,328000
0,443000
0,289000
0,501000
0,386000
0,379000
0,294000
0,263000
mt2
0,443000
0,430000
0,521000
0,454000
0,431000
0,454000
0,437000
0,427000
0,425000
0,443000
mt3
314,334000
300,151000
309,951000
305,909000
311,165000
293,549000
306,128000
293,791000
310,350000
289,631000
mt1
0,286000
0,310000
0,454000
0,292000
0,308000
0,276000
0,390000
0,386000
0,285000
0,401000
mt2
0,400000
0,478000
0,454000
0,444000
0,400000
0,407000
0,423000
0,438000
0,427000
0,567000
mt3
301,599000
290,225000
290,613000
292,862000
311,602000
293,694000
293,408000
292,170000
290,466000
293,846000
