mt1
0,167000
0,298000
0,244000
0,204000
0,301000
0,223000
0,176000
0,428000
0,280000
0,399000
mt2
0,442000
0,297000
0,448000
0,425000
0,449000
0,434000
0,449000
0,414000
0,390000
0,470000
mt3
312,956000
289,307000
292,020000
292,024000
292,112000
291,861000
289,854000
290,571000
291,075000
291,312000
mt1
0,278000
0,304000
0,392000
0,276000
0,246000
0,346000
0,366000
0,262000
0,432000
0,246000
mt2
0,306000
0,454000
0,422000
0,444000
0,430000
0,445000
0,443000
0,344000
0,302000
0,454000
mt3
294,176000
290,410000
290,153000
292,483000
289,424000
289,875000
289,896000
289,763000
290,120000
289,303000
