mt1
0,184000
0,229000
0,177000
0,208000
0,171000
0,224000
0,155000
0,228000
0,225000
0,220000
mt2
0,503000
0,320000
0,324000
0,470000
0,395000
0,322000
0,408000
0,317000
0,322000
0,392000
mt3
339,155000
298,285000
302,713000
298,208000
301,985000
301,196000
303,446000
301,176000
299,243000
300,160000
mt1
0,245000
0,221000
0,190000
0,236000
0,231000
0,220000
0,235000
0,217000
0,170000
0,248000
mt2
0,327000
0,350000
0,316000
0,330000
0,328000
0,317000
0,333000
0,321000
0,332000
0,322000
mt3
298,688000
298,735000
298,648000
302,100000
302,443000
299,129000
299,331000
300,344000
299,253000
301,956000
