st1
0,051000
0,113000
0,111000
0,115000
0,111000
0,114000
0,113000
0,106000
0,128000
0,127000
st2
0,678000
0,629000
0,627000
0,627000
0,623000
0,626000
0,622000
0,627000
0,710000
0,627000
st3
1015,611000
1003,684000
1029,709000
1001,137000
1002,934000
1004,387000
998,713000
997,768000
997,646000
1002,115000
st1
0,133000
0,120000
0,117000
0,086000
0,116000
0,095000
0,086000
0,112000
0,116000
0,114000
st2
0,702000
0,628000
0,630000
0,628000
0,680000
0,629000
0,632000
0,624000
0,628000
0,630000
st3
1000,123000
998,649000
1001,690000
999,832000
996,559000
1000,401000
1000,638000
1000,251000
1000,018000
998,861000
