mt1
0,257000
0,233000
0,172000
0,176000
0,169000
0,164000
0,184000
0,152000
0,166000
0,167000
mt2
0,313000
0,312000
0,301000
0,303000
0,297000
0,299000
0,306000
0,305000
0,297000
0,296000
mt3
321,254000
300,335000
299,575000
299,834000
304,295000
298,969000
301,195000
300,647000
300,645000
310,392000
mt1
0,327000
0,168000
0,172000
0,166000
0,176000
0,172000
0,256000
0,167000
0,163000
0,167000
mt2
0,297000
0,305000
0,307000
0,362000
0,292000
0,303000
0,306000
0,316000
0,295000
0,359000
mt3
303,107000
300,005000
299,298000
302,180000
303,422000
299,533000
301,121000
299,985000
300,863000
302,385000
